occupation_type,signup_goal,plan_type,signup_discount_used,avg_quiz_score,video_replay_count,course_completion_rate,days_since_last_login,engagement_trend,hands_on_exercises_completed,project_submissions,forum_posts,goal_progress_score,peer_completion_percentile,tenure_months,payment_failures,support_tickets_raised,satisfaction_score,churned,days_to_churn,monthly_price,clv
Student,Certification,Monthly,Yes,77.5,2,69.4,7,0,5,3,1,70.6,58.9,24,1,0,5,0,,15,375
Working Professional,Get a Job,Monthly,Yes,77.7,0,99.5,0,0,10,2,0,60.3,96.2,16,0,2,5,0,,15,255
Working Professional,Hobby,Monthly,Yes,86.0,2,75.3,19,-1,9,1,1,37.1,68.2,16,1,2,5,0,,15,255
Student,Certification,Annual,No,58.4,1,58.6,1,0,4,0,1,24.6,42.3,12,2,1,4,0,,10,130
Student,Get a Job,Monthly,Yes,62.0,1,70.0,4,0,12,5,1,100.0,60.0,8,1,0,4,0,,15,135
Student,Certification,Annual,No,98.4,0,100.0,0,1,10,3,2,67.4,98.2,0,0,0,5,0,,10,10
Working Professional,Certification,Monthly,Yes,67.7,2,62.4,1,0,3,0,1,24.5,48.2,8,0,0,4,0,,15,135
Student,Hobby,Monthly,Yes,73.0,5,100.0,10,-1,10,2,1,73.3,98.2,10,1,4,4,0,,15,165
Student,Get a Job,Annual,No,69.0,2,53.2,11,0,7,3,1,82.8,35.2,1,1,0,3,0,,10,20
Working Professional,Hobby,Annual,Yes,57.7,5,60.9,11,0,3,2,1,80.1,46.0,7,0,0,4,0,,10,80
Student,Hobby,Annual,No,94.4,3,70.7,8,-1,6,1,1,25.4,61.3,5,0,2,4,0,,10,60
Working Professional,Hobby,Monthly,No,62.1,2,61.5,30,-1,7,3,0,65.9,47.1,5,0,1,3,0,,15,90
Student,Certification,Monthly,No,53.1,2,60.9,7,1,2,0,4,41.6,46.1,1,1,0,4,0,,15,30
Student,Certification,Monthly,Yes,63.2,2,75.9,5,0,7,2,3,49.2,69.3,10,1,0,4,0,,15,165
Student,Certification,Annual,Yes,40.0,2,31.7,2,1,3,1,5,41.5,12.5,20,0,0,3,0,,10,210
Working Professional,Certification,Monthly,No,60.2,5,44.5,1,0,3,3,0,93.9,24.6,12,0,0,3,0,,15,195
Career Switcher,Get a Job,Annual,Yes,55.5,5,60.1,7,-1,4,1,2,27.3,44.9,3,0,1,4,1,106.0,10,40
Career Switcher,Get a Job,Annual,No,79.3,0,69.9,3,0,4,4,0,100.0,59.9,24,1,2,4,0,,10,250
Working Professional,Certification,Monthly,No,59.9,1,66.0,7,1,4,1,3,56.2,53.2,3,0,0,4,0,,15,60
Working Professional,Certification,Monthly,No,83.3,0,71.6,2,1,11,4,3,91.1,62.6,2,0,0,5,0,,15,45
Student,Hobby,Annual,Yes,91.0,1,59.0,18,-1,5,1,1,50.6,43.2,24,0,2,3,0,,10,250
Student,Get a Job,Annual,No,81.7,0,63.0,81,-1,5,1,0,24.8,49.1,12,2,2,3,0,,10,130
Career Switcher,Certification,Monthly,No,66.8,3,31.5,3,0,8,4,6,100.0,12.3,11,0,0,3,0,,15,180
Student,Certification,Monthly,No,72.1,3,44.4,18,-1,2,2,0,41.2,24.5,0,0,0,3,1,204.0,15,15
Student,Hobby,Monthly,Yes,47.1,10,12.3,20,-1,0,0,0,45.9,2.9,1,0,1,2,1,5.0,15,30
Student,Certification,Monthly,Yes,68.0,0,54.6,55,-1,2,0,1,22.2,37.0,0,0,3,2,1,5.0,15,15
Student,Certification,Monthly,Yes,57.1,2,47.2,4,0,1,0,0,24.1,28.0,11,0,0,3,0,,15,180
Student,Hobby,Monthly,Yes,80.4,1,87.7,14,-1,9,0,0,37.0,86.0,2,2,0,5,0,,15,45
Working Professional,Certification,Annual,No,100.0,2,85.7,2,1,11,5,5,100.0,83.8,1,0,1,5,0,,10,20
Working Professional,Certification,Monthly,No,77.5,2,75.1,9,0,8,2,3,83.4,68.1,1,0,0,4,0,,15,30
Career Switcher,Get a Job,Monthly,Yes,40.1,5,43.6,12,1,4,0,3,11.1,23.5,8,0,0,4,1,5.0,15,135
Career Switcher,Get a Job,Monthly,No,64.6,5,36.5,13,-1,2,0,0,2.8,16.5,4,0,3,2,1,5.0,15,75
Student,Get a Job,Annual,Yes,71.8,2,75.1,2,1,14,3,3,70.6,68.0,22,0,0,4,0,,10,230
Student,Certification,Annual,Yes,71.3,3,58.1,18,-1,2,0,0,47.4,41.8,3,1,1,3,1,89.0,10,40
Working Professional,Certification,Monthly,Yes,59.0,0,47.1,5,0,2,0,1,32.6,27.9,14,0,0,3,0,,15,225
Working Professional,Get a Job,Annual,Yes,73.7,5,77.6,2,1,8,3,4,82.7,72.0,6,1,0,5,0,,10,70
Student,Get a Job,Annual,No,51.4,3,66.1,7,1,3,1,4,35.6,53.5,9,0,1,3,0,,10,100
Working Professional,Get a Job,Monthly,Yes,55.8,3,33.5,19,-1,3,1,1,42.7,13.8,1,0,2,2,1,72.0,15,30
Working Professional,Hobby,Monthly,No,79.7,0,85.5,34,0,11,0,1,33.8,83.6,11,0,1,4,0,,15,180
Working Professional,Hobby,Monthly,Yes,54.8,1,62.3,13,0,6,0,4,30.0,48.0,0,0,0,4,0,,15,15
Working Professional,Certification,Monthly,No,78.1,4,95.1,0,0,12,4,2,70.4,93.3,9,0,0,5,0,,15,150
Student,Certification,Monthly,Yes,49.5,4,33.8,1,1,7,5,2,88.8,14.1,5,0,0,3,0,,15,90
Career Switcher,Get a Job,Annual,Yes,96.5,2,89.9,0,1,5,3,3,81.6,88.3,2,0,0,5,0,,10,30
Working Professional,Certification,Annual,Yes,58.4,1,46.2,1,1,7,3,4,91.1,26.8,5,1,1,3,0,,10,60
Student,Hobby,Monthly,Yes,66.6,3,50.8,4,0,10,2,2,52.4,32.7,15,0,0,3,0,,15,240
Career Switcher,Certification,Annual,Yes,75.0,1,50.0,4,0,4,1,2,48.9,31.6,1,1,1,4,0,,10,20
Working Professional,Certification,Monthly,No,61.5,3,23.0,1,1,1,1,1,61.9,7.3,1,0,0,2,0,,15,30
Career Switcher,Certification,Monthly,No,72.2,2,80.7,21,-1,14,2,0,65.7,77.3,6,0,0,4,1,64.0,15,105
Working Professional,Certification,Annual,No,78.6,1,63.2,9,-1,4,3,0,100.0,49.4,7,0,3,2,1,145.0,10,80
Working Professional,Hobby,Monthly,Yes,84.4,3,84.0,15,0,8,3,0,71.0,81.7,4,0,0,4,0,,15,75
Student,Get a Job,Monthly,Yes,81.9,1,75.0,4,1,12,2,2,58.4,67.9,2,0,0,4,0,,15,45
Student,Certification,Monthly,Yes,67.4,2,50.2,5,0,7,3,0,69.3,32.0,0,1,1,3,0,,15,15
Working Professional,Certification,Annual,No,67.8,8,68.6,3,0,3,0,1,59.9,57.4,0,0,1,3,0,,10,10
Working Professional,Certification,Annual,No,100.0,1,68.3,5,1,8,4,2,100.0,56.8,0,0,0,4,0,,10,10
Student,Get a Job,Annual,No,84.2,3,86.8,9,-1,6,0,0,0.0,85.2,18,0,2,4,0,,10,190
Student,Hobby,Monthly,No,56.2,3,64.3,6,0,3,1,0,81.7,51.2,1,0,0,3,0,,15,30
Career Switcher,Get a Job,Monthly,Yes,71.5,2,39.5,18,-1,4,1,1,40.0,19.4,2,0,1,3,0,,15,45
Career Switcher,Get a Job,Annual,Yes,65.0,0,73.2,23,-1,9,4,2,100.0,64.7,24,0,1,4,0,,10,250
Working Professional,Certification,Monthly,Yes,68.0,2,82.3,6,-1,8,2,0,67.8,79.3,20,0,3,3,0,,15,315
Student,Get a Job,Annual,Yes,51.6,6,95.5,2,1,5,3,4,75.4,93.7,0,2,0,5,0,,10,10
Student,Certification,Monthly,Yes,63.8,4,49.8,29,-1,3,3,0,78.0,31.4,6,1,3,3,1,39.0,15,105
Student,Certification,Monthly,Yes,97.2,1,82.9,13,0,6,1,2,40.4,80.1,8,0,0,4,0,,15,135
Career Switcher,Get a Job,Annual,No,78.7,1,83.8,10,-1,11,2,1,56.4,81.4,0,0,1,5,0,,10,10
Student,Get a Job,Annual,No,32.6,7,35.0,13,-1,5,1,0,44.6,15.0,10,0,1,4,0,,10,110
Working Professional,Certification,Monthly,No,88.3,0,100.0,0,0,6,1,2,41.0,98.2,24,0,0,5,0,,15,375
Student,Hobby,Annual,No,86.3,1,87.3,0,0,5,1,2,51.5,85.7,4,0,0,5,0,,10,50
Working Professional,Hobby,Annual,Yes,64.6,2,65.3,1,1,6,2,4,64.9,52.4,4,0,0,3,0,,10,50
Working Professional,Get a Job,Annual,Yes,80.8,1,63.6,1,-1,3,1,3,44.4,49.8,8,0,3,3,0,,10,90
Career Switcher,Get a Job,Monthly,No,57.1,4,96.0,5,1,12,3,2,97.7,94.1,10,0,0,5,0,,15,165
Student,Get a Job,Annual,Yes,62.9,0,45.5,1,1,4,0,6,10.1,26.0,12,0,1,3,1,71.0,10,130
Student,Get a Job,Annual,Yes,92.5,1,40.1,19,-1,7,3,0,81.2,19.9,0,0,1,2,0,,10,10
Student,Certification,Monthly,Yes,65.9,5,9.5,8,-1,0,0,2,58.6,2.3,12,0,0,2,0,,15,195
Career Switcher,Get a Job,Monthly,Yes,42.0,6,29.9,4,1,2,0,2,0.0,11.5,15,1,0,3,0,,15,240
Career Switcher,Get a Job,Annual,No,69.1,0,29.5,0,1,2,0,2,18.7,11.3,0,0,0,3,0,,10,10
Working Professional,Certification,Monthly,Yes,68.8,1,56.1,8,1,3,0,4,27.8,38.9,0,0,1,3,0,,15,15
Working Professional,Get a Job,Annual,No,88.0,2,57.6,1,0,6,1,1,40.7,40.8,6,0,0,4,0,,10,70
Working Professional,Certification,Monthly,No,70.2,3,61.1,13,1,3,0,3,30.6,46.5,5,0,0,3,0,,15,90
Student,Hobby,Monthly,Yes,63.7,5,66.3,16,-1,7,5,0,100.0,53.9,24,0,2,3,1,11.0,15,375
Career Switcher,Get a Job,Monthly,Yes,85.7,0,82.6,7,0,9,7,0,100.0,79.7,2,1,1,4,0,,15,45
Working Professional,Certification,Annual,Yes,71.8,4,41.1,1,0,5,0,2,8.7,20.9,7,1,1,3,0,,10,80
Working Professional,Hobby,Monthly,Yes,58.7,5,72.6,15,-1,9,4,1,58.0,63.7,5,0,1,4,0,,15,90
Working Professional,Hobby,Monthly,No,87.3,2,74.0,3,1,11,5,7,86.8,65.9,6,0,0,5,0,,15,105
Student,Certification,Annual,No,72.9,7,51.2,2,0,8,3,1,84.1,33.3,8,1,0,4,0,,10,90
Student,Get a Job,Annual,No,70.0,5,44.8,6,1,2,0,5,23.1,25.1,6,2,0,4,0,,10,70
Working Professional,Get a Job,Annual,Yes,72.7,4,49.6,25,-1,4,1,1,28.3,31.4,0,0,0,3,1,13.0,10,10
Student,Certification,Annual,No,53.9,4,92.4,3,1,14,1,5,11.8,91.0,14,0,0,5,0,,10,150
Working Professional,Certification,Monthly,Yes,62.1,2,54.9,23,-1,3,1,1,51.5,37.6,1,0,3,3,0,,15,30
Student,Get a Job,Annual,No,70.1,1,29.6,0,1,0,2,2,60.4,11.3,2,0,0,2,0,,10,30
Working Professional,Certification,Annual,No,67.1,6,35.8,0,0,1,0,0,32.1,15.8,8,0,0,3,1,58.0,10,90
Student,Get a Job,Monthly,Yes,89.1,0,75.9,11,0,9,2,1,49.0,69.1,5,0,0,4,0,,15,90
Working Professional,Certification,Monthly,Yes,73.3,1,39.1,2,1,5,0,4,47.9,19.0,6,0,1,2,0,,15,105
Working Professional,Certification,Annual,No,82.8,1,94.2,3,0,9,2,3,47.8,92.7,5,0,0,4,0,,10,60
Student,Get a Job,Annual,Yes,70.1,1,26.7,1,0,0,1,7,38.1,9.2,4,0,1,3,0,,10,50
Working Professional,Certification,Annual,No,85.8,3,78.2,4,1,10,3,1,79.1,73.1,5,0,1,5,0,,10,60
Working Professional,Certification,Monthly,Yes,76.0,2,95.2,3,1,4,1,1,53.2,93.3,1,1,0,4,0,,15,30
Working Professional,Hobby,Monthly,Yes,70.2,6,42.4,13,-1,1,0,0,28.8,22.0,24,0,0,4,1,5.0,15,375
Career Switcher,Get a Job,Annual,No,69.8,5,63.8,12,0,5,3,1,75.8,50.2,6,0,1,4,0,,10,70
Working Professional,Certification,Monthly,No,55.7,1,54.2,30,-1,2,2,0,72.8,36.5,2,0,3,3,1,51.0,15,45
Student,Certification,Monthly,Yes,77.6,1,79.5,12,0,7,4,0,98.3,75.6,9,1,1,4,1,199.0,15,150
Student,Get a Job,Annual,No,69.4,4,65.2,11,-1,8,4,0,100.0,52.4,16,0,3,3,0,,10,170
Student,Hobby,Monthly,Yes,62.5,1,17.8,11,0,0,0,4,56.9,5.0,2,1,2,2,0,,15,45
Working Professional,Certification,Annual,No,86.6,2,98.1,21,-1,11,0,1,35.1,95.5,3,0,4,4,0,,10,40
Student,Certification,Annual,No,51.2,2,17.1,3,1,1,0,2,24.4,4.6,4,0,1,2,0,,10,50
Working Professional,Get a Job,Annual,No,63.7,2,77.7,3,1,6,1,3,40.2,72.2,1,0,0,5,0,,10,20
Working Professional,Certification,Monthly,No,85.4,1,86.5,13,0,9,4,0,96.8,84.8,13,0,2,3,0,,15,210
Student,Hobby,Monthly,Yes,74.7,5,64.5,2,0,2,0,2,47.1,51.5,7,0,0,5,0,,15,120
Working Professional,Certification,Annual,No,69.3,2,87.3,24,-1,12,3,1,61.8,85.7,0,0,1,4,0,,10,10
Student,Get a Job,Annual,Yes,73.8,6,78.7,7,0,4,0,0,0.2,73.9,24,0,2,3,0,,10,250
Student,Get a Job,Annual,No,72.7,3,71.3,3,-1,14,5,0,100.0,62.1,6,0,2,4,0,,10,70
Working Professional,Certification,Annual,No,47.3,12,20.6,14,1,0,0,4,27.8,6.2,17,0,0,2,1,5.0,10,180
Working Professional,Hobby,Monthly,Yes,64.8,1,47.8,3,1,1,0,2,10.9,28.7,5,0,0,4,0,,15,90
Working Professional,Get a Job,Annual,Yes,94.2,1,92.6,33,-1,6,1,0,21.3,91.2,6,1,1,4,0,,10,70
Working Professional,Certification,Monthly,Yes,60.1,1,64.1,40,-1,6,1,2,25.2,50.6,4,0,3,3,0,,15,75
Student,Get a Job,Monthly,Yes,65.2,3,61.0,10,-1,1,2,1,70.7,46.3,4,0,1,4,1,92.0,15,75
Career Switcher,Certification,Monthly,No,61.9,2,53.9,1,1,4,5,0,100.0,36.0,1,1,0,4,0,,15,30
Working Professional,Get a Job,Annual,No,68.7,4,46.8,3,1,3,0,2,10.4,27.4,24,0,0,3,0,,10,250
Working Professional,Certification,Monthly,Yes,61.3,2,27.2,7,0,2,0,3,24.7,9.5,1,0,0,2,0,,15,30
Student,Hobby,Monthly,Yes,77.3,1,89.7,19,-1,8,3,0,54.1,88.1,5,1,0,5,1,44.0,15,90
Working Professional,Get a Job,Monthly,No,73.0,3,51.4,2,0,3,2,1,67.6,33.3,0,0,0,3,0,,15,15
Working Professional,Certification,Annual,Yes,81.6,1,76.3,1,0,4,0,1,39.8,70.2,24,0,0,4,0,,10,250
Student,Certification,Annual,No,54.2,2,18.7,0,-1,2,0,0,19.4,5.3,6,0,2,2,0,,10,70
Career Switcher,Get a Job,Annual,No,64.9,4,56.9,7,1,6,0,8,24.0,39.9,13,1,0,4,0,,10,140
Student,Certification,Annual,No,66.6,2,27.7,21,-1,0,2,0,71.2,9.9,6,1,1,2,1,5.0,10,70
Career Switcher,Get a Job,Monthly,Yes,76.8,2,73.5,0,-1,11,2,0,51.5,65.2,13,1,2,5,1,260.0,15,210
Working Professional,Get a Job,Annual,Yes,58.1,3,70.9,2,-1,10,4,1,100.0,61.4,6,0,0,4,0,,10,70
Student,Certification,Monthly,Yes,83.7,1,80.9,11,-1,11,4,0,84.5,77.5,4,0,1,4,0,,15,75
Working Professional,Certification,Monthly,Yes,87.8,0,78.4,17,-1,8,2,0,64.7,73.5,4,0,2,4,0,,15,75
Career Switcher,Certification,Annual,Yes,55.2,1,40.5,16,-1,4,1,1,23.6,20.3,0,0,1,2,1,47.0,10,10
Working Professional,Get a Job,Annual,No,62.6,1,44.0,15,0,5,1,2,27.9,24.1,3,1,0,3,0,,10,40
Career Switcher,Get a Job,Annual,No,62.0,5,86.7,1,0,9,0,2,17.9,85.0,24,1,1,4,0,,10,250
Working Professional,Certification,Monthly,No,100.0,1,91.7,5,0,12,1,1,21.2,90.3,9,0,0,3,0,,15,150
Working Professional,Certification,Annual,Yes,63.6,2,45.8,41,-1,5,0,1,27.0,26.3,20,0,4,2,1,5.0,10,210
Career Switcher,Get a Job,Monthly,No,95.2,1,78.4,44,-1,12,1,0,22.7,73.4,1,1,0,4,0,,15,30
Student,Certification,Monthly,No,51.0,2,59.9,9,-1,4,0,0,43.7,44.7,5,0,5,2,0,,15,90
Working Professional,Get a Job,Monthly,No,55.2,1,63.8,12,-1,3,0,2,13.4,50.1,0,2,1,4,1,8.0,15,15
Student,Get a Job,Monthly,No,59.7,3,54.5,30,0,5,1,3,20.3,36.9,9,1,0,4,0,,15,150
Career Switcher,Get a Job,Annual,No,57.3,3,19.6,5,1,0,1,0,24.6,5.7,12,0,0,2,0,,10,130
Career Switcher,Get a Job,Monthly,No,66.0,3,54.4,1,1,4,1,5,35.1,36.6,11,0,0,4,0,,15,180
Student,Get a Job,Monthly,Yes,59.4,5,53.2,11,-1,5,0,1,0.0,35.1,0,1,1,3,0,,15,15
Working Professional,Certification,Annual,No,57.7,4,96.1,32,-1,9,3,0,58.5,94.3,2,1,6,4,1,121.0,10,30
Career Switcher,Get a Job,Annual,Yes,87.4,1,100.0,11,-1,9,2,0,51.8,98.2,8,3,2,4,1,24.0,10,90
Student,Hobby,Monthly,Yes,88.4,1,89.6,16,-1,6,1,0,69.3,88.1,11,0,0,4,0,,15,180
Working Professional,Hobby,Monthly,Yes,84.2,0,69.8,5,1,5,1,2,41.3,59.7,2,0,1,4,0,,15,45
Career Switcher,Get a Job,Annual,Yes,77.9,4,90.2,1,1,8,4,2,100.0,88.7,4,0,0,5,0,,10,50
Student,Get a Job,Annual,Yes,71.4,6,21.0,1,-1,1,0,1,5.3,6.5,3,2,1,3,0,,10,40
Working Professional,Certification,Annual,Yes,62.5,4,44.3,40,-1,2,1,0,56.2,24.4,0,0,4,2,1,57.0,10,10
Student,Get a Job,Annual,Yes,55.7,4,22.5,6,-1,2,0,0,0.0,7.0,6,0,0,2,1,126.0,10,70
Career Switcher,Get a Job,Annual,No,75.4,3,88.3,0,-1,10,2,1,52.8,86.8,8,0,1,4,0,,10,90
Career Switcher,Certification,Annual,Yes,52.4,2,30.8,31,-1,0,0,3,28.4,11.9,2,0,2,2,1,10.0,10,30
Career Switcher,Get a Job,Annual,No,55.1,4,49.3,6,0,3,1,1,36.8,30.7,9,0,1,3,0,,10,100
Working Professional,Certification,Monthly,Yes,87.3,2,79.3,18,-1,12,2,0,64.9,75.2,2,0,0,5,1,102.0,15,45
Career Switcher,Get a Job,Monthly,No,98.5,0,79.6,7,0,10,5,1,100.0,75.7,10,0,0,4,0,,15,165
Career Switcher,Get a Job,Annual,No,75.9,1,72.9,1,0,6,1,2,40.1,64.3,4,1,2,4,0,,10,50
Student,Certification,Monthly,No,86.6,1,85.1,9,0,8,5,2,100.0,83.0,16,0,0,4,0,,15,255
Career Switcher,Get a Job,Monthly,No,66.3,3,29.9,59,-1,0,0,1,11.7,11.5,6,0,1,3,1,92.0,15,105
Student,Certification,Annual,Yes,49.9,7,51.1,0,0,2,0,1,14.8,33.0,1,0,0,3,0,,10,20
Working Professional,Certification,Monthly,No,79.2,0,64.5,18,-1,4,2,1,35.7,51.5,13,1,4,2,1,5.0,15,210
Student,Get a Job,Annual,No,78.5,0,80.6,2,1,7,2,2,48.8,77.0,12,1,0,5,0,,10,130
Student,Hobby,Monthly,No,71.1,1,67.5,5,0,8,2,3,34.7,55.5,0,0,0,5,0,,15,15
Student,Get a Job,Annual,No,66.4,4,68.7,4,1,4,0,5,12.2,57.5,0,1,2,4,0,,10,10
Working Professional,Hobby,Annual,Yes,84.4,1,91.6,22,-1,4,2,0,74.1,90.2,1,0,2,4,1,76.0,10,20
Student,Hobby,Monthly,No,55.2,5,23.1,7,0,1,0,2,25.8,7.4,14,0,0,3,0,,15,225
Working Professional,Certification,Monthly,Yes,58.4,1,36.7,5,0,2,0,0,45.1,16.7,3,0,0,4,0,,15,60
Student,Certification,Annual,No,54.9,4,57.7,17,-1,6,2,0,66.8,41.1,5,0,0,4,0,,10,60
Student,Certification,Annual,Yes,71.3,3,64.6,0,1,2,1,1,36.7,51.7,7,0,0,4,0,,10,80
Working Professional,Hobby,Annual,No,53.7,4,80.1,0,0,12,1,3,44.8,76.4,10,0,0,4,0,,10,110
Working Professional,Certification,Monthly,Yes,59.7,1,44.7,0,0,4,2,1,76.7,25.0,14,1,0,3,1,365.0,15,225
Student,Certification,Annual,Yes,59.4,5,36.9,11,1,2,1,6,10.1,17.0,5,0,0,3,0,,10,60
Working Professional,Certification,Monthly,Yes,66.1,1,44.1,7,0,3,1,1,61.7,24.1,4,1,0,3,1,283.0,15,75
Career Switcher,Get a Job,Annual,No,47.7,7,58.9,20,-1,5,4,1,100.0,42.8,1,0,1,3,1,49.0,10,20
Working Professional,Certification,Monthly,No,71.3,1,85.0,6,0,8,1,1,36.2,82.9,7,0,0,4,0,,15,120
Student,Get a Job,Annual,Yes,88.7,1,77.5,2,0,10,2,0,59.1,71.7,6,0,1,5,0,,10,70
Student,Certification,Monthly,Yes,72.0,2,80.7,16,-1,13,4,1,100.0,77.2,2,1,2,4,1,5.0,15,45
Career Switcher,Certification,Monthly,No,93.1,3,71.4,3,1,16,1,5,25.4,62.3,4,0,1,4,0,,15,75
Student,Get a Job,Annual,No,90.0,0,94.3,27,-1,8,3,0,83.2,92.8,10,2,2,3,0,,10,110
Career Switcher,Certification,Annual,No,81.7,1,59.3,2,-1,5,3,0,84.7,43.8,7,1,4,4,1,107.0,10,80
Working Professional,Certification,Annual,No,71.1,2,62.1,1,-1,3,0,1,33.1,47.8,5,0,3,3,0,,10,60
Career Switcher,Certification,Annual,No,70.3,3,75.4,6,1,8,2,6,60.8,68.3,2,1,0,4,0,,10,30
Working Professional,Certification,Monthly,Yes,81.5,2,75.1,0,1,7,2,4,87.3,68.0,8,0,0,4,0,,15,135
Career Switcher,Certification,Monthly,Yes,64.1,2,67.3,0,1,5,1,2,28.4,55.3,7,0,0,4,1,55.0,15,120
Working Professional,Get a Job,Monthly,Yes,41.8,8,16.6,6,0,2,1,1,24.4,4.4,4,0,1,2,1,139.0,15,75
Working Professional,Certification,Annual,No,77.4,2,84.6,2,1,8,2,2,22.3,82.2,2,0,1,4,0,,10,30
Working Professional,Get a Job,Monthly,No,53.0,3,45.4,0,-1,1,0,0,0.0,25.7,1,0,1,3,0,,15,30
Working Professional,Hobby,Annual,No,55.6,7,71.4,3,1,8,4,3,70.0,62.2,3,1,0,3,0,,10,40
Working Professional,Hobby,Annual,Yes,70.0,0,29.7,6,0,0,0,2,44.8,11.4,19,0,0,4,0,,10,200
Career Switcher,Get a Job,Annual,Yes,68.6,4,34.7,5,1,6,1,5,44.6,14.8,11,1,1,3,0,,10,120
Career Switcher,Get a Job,Annual,Yes,48.8,8,44.6,1,-1,5,0,1,0.4,24.8,17,0,2,3,1,60.0,10,180
Working Professional,Certification,Annual,No,72.5,1,5.8,8,0,1,0,3,27.9,1.2,14,0,1,3,0,,10,150
Working Professional,Certification,Annual,Yes,84.5,2,70.4,12,0,10,5,1,100.0,60.8,4,0,1,3,0,,10,50
Working Professional,Hobby,Monthly,Yes,53.1,3,52.2,11,1,4,3,4,67.2,34.0,6,0,0,4,0,,15,105
Working Professional,Get a Job,Annual,No,89.1,1,85.3,5,1,7,1,3,40.2,83.3,1,0,0,5,0,,10,20
Student,Get a Job,Monthly,No,46.6,3,17.8,1,1,1,0,5,21.2,5.0,10,0,0,2,1,5.0,15,165
Student,Hobby,Monthly,No,100.0,0,63.1,6,1,3,1,4,36.1,49.2,4,0,0,4,0,,15,75
Working Professional,Certification,Monthly,Yes,63.8,3,79.5,22,-1,8,0,2,13.0,75.6,1,0,4,4,1,41.0,15,30
Student,Hobby,Monthly,No,72.2,4,76.1,6,-1,10,5,1,100.0,69.6,0,1,3,3,1,99.0,15,15
Student,Get a Job,Annual,No,41.6,6,19.3,2,1,1,0,5,15.8,5.5,9,0,0,3,0,,10,100
Student,Certification,Monthly,No,69.1,2,19.2,0,1,1,1,2,25.1,5.4,5,0,0,3,0,,15,90
Student,Certification,Annual,No,73.4,1,61.1,28,-1,4,0,0,14.2,46.6,0,0,3,3,1,116.0,10,10
Student,Certification,Monthly,Yes,68.7,1,58.6,13,0,1,0,4,27.0,42.3,13,0,0,4,0,,15,210
Career Switcher,Get a Job,Annual,No,61.6,0,41.7,3,-1,2,0,0,23.9,21.2,7,0,3,2,1,16.0,10,80
Working Professional,Certification,Monthly,Yes,55.8,4,15.9,3,-1,0,2,0,74.7,4.1,0,2,1,2,0,,15,15
Working Professional,Certification,Annual,Yes,87.0,1,75.9,22,-1,7,2,0,76.0,69.3,2,0,1,3,0,,10,30
Working Professional,Certification,Annual,No,70.5,2,70.3,1,1,7,2,2,53.5,60.7,10,0,0,4,0,,10,110
Student,Hobby,Monthly,Yes,93.1,0,93.8,7,1,6,1,3,49.9,92.2,0,1,0,5,0,,15,15
Career Switcher,Get a Job,Annual,No,62.1,5,54.1,12,1,2,1,3,27.0,36.2,10,0,0,4,0,,10,110
Working Professional,Certification,Monthly,Yes,63.5,5,42.5,5,-1,3,2,0,53.8,22.2,5,0,0,3,1,25.0,15,90
Student,Get a Job,Annual,No,82.2,1,91.0,0,-1,9,3,1,73.8,89.5,12,0,2,3,0,,10,130
Working Professional,Certification,Monthly,No,45.7,10,7.9,2,1,0,0,3,16.9,1.8,15,0,0,1,1,121.0,15,240
Career Switcher,Certification,Monthly,Yes,51.8,4,27.9,23,-1,3,1,1,34.1,10.1,11,0,1,2,0,,15,180
Career Switcher,Get a Job,Annual,Yes,86.5,1,78.7,7,0,9,5,0,100.0,73.9,0,1,0,4,0,,10,10
Working Professional,Get a Job,Monthly,No,52.4,5,85.9,16,-1,9,1,0,39.2,84.0,4,0,1,5,0,,15,75
Working Professional,Get a Job,Annual,No,42.7,6,48.8,8,1,4,1,3,51.7,29.7,3,0,0,4,0,,10,40
Student,Certification,Annual,No,98.0,2,60.2,28,-1,3,1,0,39.5,45.1,5,0,0,4,1,40.0,10,60
Career Switcher,Certification,Monthly,No,49.1,5,18.4,23,0,2,1,3,53.8,5.2,24,0,0,3,1,69.0,15,375
Student,Get a Job,Monthly,Yes,72.8,1,100.0,6,0,5,6,1,100.0,98.2,1,2,0,5,0,,15,30
Career Switcher,Certification,Monthly,Yes,71.0,3,41.2,3,0,2,2,1,74.4,21.0,16,0,1,2,0,,15,255
Working Professional,Certification,Annual,Yes,27.8,5,49.3,9,1,6,1,1,26.2,30.8,24,0,0,4,1,53.0,10,250
Working Professional,Certification,Annual,No,66.0,5,74.5,11,0,12,0,3,22.0,67.0,24,1,0,5,0,,10,250
Working Professional,Hobby,Monthly,No,76.7,1,97.9,6,0,10,5,2,99.9,95.3,12,0,3,3,0,,15,195
Student,Get a Job,Annual,No,75.3,1,73.3,17,-1,7,1,0,40.8,64.9,5,0,0,4,0,,10,60
Student,Certification,Annual,No,83.6,0,73.8,2,1,8,3,3,84.0,65.4,1,1,0,5,0,,10,20
Student,Get a Job,Annual,No,64.2,2,36.8,4,0,5,0,2,24.1,16.8,7,0,0,2,0,,10,80
Student,Get a Job,Monthly,No,80.7,1,92.0,11,0,9,2,1,42.7,90.6,7,0,2,5,0,,15,120
Working Professional,Certification,Monthly,Yes,59.7,4,22.3,2,-1,0,0,0,11.2,6.9,3,0,4,2,0,,15,60
